Bank,Title,Description,Published At
AU,AU Small Finance Bank to merge with Fincare Small Finance Bank,"Under the amalgamation plan, shareholders of Fincare Small Finance Bank will get 579 equity shares of AU Small Finance Bank Ltd for every 2,000 fully paid-up equity shares they own.",2023-10-29T18:30:00Z
AU,"Stocks to Watch: RIL, Maruti Suzuki, Ultratech, AU SFB, Cipla, IDFC First Bank","Adani Green, Marico, TVS Motor, UPL, P&G Health, GMR Airports Infra, Blue Star, and Emkay Global Finance, will be among the stocks to watch on Monday as they will be declaring their quarterly earnings report",2023-10-29T18:30:00Z
AU,Haiti democratic transition council says secretary-general kidnapped,"Local media reported, citing HCT head Mirlande Manigat, that Saint-Pierre was kidnapped around noon in the Debussy neighborhood of the capital Port-au-Prince by heavily armed men dressed as police officers. In nearby Petion-Ville, local media said clashes had taken place between Haiti's national police and members of the Kraze Barye gang.",2023-10-18T23:45:22Z
AU,UN authorizes Haiti security mission to fight gangs,"The United Nations Security Council on Monday authorized a foreign security mission to Haiti, a year after the Caribbean country asked for help to fight violent gangs that have largely overrun its capital Port-au-Prince.",2023-10-02T21:21:59Z
AU,'Stalwart Leader of Global South': Bhutan Foreign Minister Lauds India for G20 Consensus,Bhutan's Foreign Minister lauds India's diplomacy for G20 consensus and African Union's inclusion. PM Modi recognised for championing AU's entry,2023-09-24T03:12:42Z
AU,Chemist Warehouse Active Keto Gummies Australia (Active Keto Weight Loss Gummies) Where To Buy Keto Gummies AU/NZ?,Read more about Chemist Warehouse Active Keto Gummies Australia (Active Keto Weight Loss Gummies) Where To Buy Keto Gummies AU/NZ? on Devdiscourse,2023-09-23T09:38:29Z
AU,Day trading guide for today: Five stocks to buy or sell on Thursday - September 21,"Day trading stocks: market experts have recommended five stocks to buy today — AU Small Finance Bank, Sun Pharma, M&M Finance, Indian Bank and Coal India Ltd",2023-09-20T18:30:00Z
AU,AU warns of action over collection of money by ‘hoax’ alumni association,"The action came following complaints by some alumni that some individuals are illegally seeking funds from them in the name of AUAA using the university logo, name and pictures, they said.",2023-09-16T01:18:42Z
AU,"PM Modi hosts bilateral meet for France’s Macron, leaders pledge to boost defence ties","The India-France joint statement indicated that both countries welcomed the African Union’s membership to the G20 group of nations and resolved to work with AU for progress, prosperity and development of Africa",2023-09-10T13:31:24Z
AU,"Voice of Africa, Global South will grow stronger with AU inclusion in G20: South African delegate",The African Union became a new permanent member of the G20 on the first day of the summit being held in New Delhi,2023-09-09T09:50:05Z
AU,'Been a productive morning at the G20 Summit in Delhi': PM Modi,The clip also shows the Indian Prime Minister making the inaugural address at the G20 Summit and even announcing inclusion of the African Union (AU) as a permanent member of the G20,2023-09-09T08:26:42Z
AU,"G20 Summit Day 1 Highlights: ‘India’s presidency a symbol of inclusion,’ says PM Modi; AU becomes permanent member","From PM Modi's opening statements, to the African Union officially becoming a permanent member of the G20 -- here are some highlights from day 1 of the Summit.",2023-09-09T06:32:25Z
AU,African Union becomes permanent member of G20 under India's presidency,"New Delhi, The African Union (AU) on Saturday became a permanent member of the Group of 20 largest economies (G20) of the world with Prime Minister Narendra",2023-09-09T06:04:00Z
AU,WATCH: African Union chairperson Azali Assoumani takes seat as permanent member of G20,"Shortly after being invited by Prime Minister Narendra Modi, President of the Union of Comoros and Chairperson of the African Union (AU) Azali Assoumani on Saturday joined the G20 high table after the Union became a permanent member of the bloc.",2023-09-09T05:45:20Z
AU,"G20 Summit 2023: 'Happy to see you in Delhi,' PM Modi welcomes world leaders for two-day event","This is the first time that the G20 Summit is being hosted by India. The countries taking part in the G20 Summit include Nigeria, Argentina, Italy, the AU (represented by Comros), and South Africa.",2023-09-09T04:33:46Z
AU,G20 Summit: African Union becomes permanent member of G20 under India's presidency,"Shortly after the announcement, Union of Comoros President and AU chairperson Azali Assoumani took the seat as a full member of the G20.",2023-09-08T18:30:00Z
AU,African Union to join G20: How PM Modi’s big push is making it happen,"The African Union (AU) is a continental body comprising 55 member states. Launched in 2002, it represents 1.3 billion people and has a combined GDP of around $3 trillion. Prime Minister Narendra Modi has repeatedly pushed to make African nations an important part of India’s G20 presidency and come out strongly in favour of full G20 membership for the grouping",2023-09-07T14:40:59Z
AU,Youth urged to assume rightful position in climate change conversation,The Head of State observed that there were plans to incorporate a youth representative into the African Union (AU).,2023-09-04T12:10:14Z
AU,"Haiti Gang Members Open Fire at Churchgoers Marching to Protest Against Their Crimes, Many Dead","The incident happened in the capital city of Haiti, Port-au-Prince, and the protesters bypassed police protection and squared up to the gang members who were fully armed.",2023-08-29T02:54:15Z
AU,Haiti aid groups halt operations as thousands flee gang warfare,"""In a matter of days, violence escalated dramatically in Port-au-Prince, particularly affecting neighborhoods where the IRC collaborates with local organizations to provide vital services,"" the aid group said on Thursday. The IRC launched its Haiti response plan last December and works with a number of local groups around the capital, where much of the violence has taken place.",2023-08-17T23:16:55Z
AU,India’s first bank to provide 24x7 video banking service. Check details,"AU Small Finance Bank launches 24x7 Video Banking, providing customers with real-time video calls for banking services. Security measures include encryption and facial recognition. The service aims to enhance accessibility and convenience for customers, catering to a diverse range of segments",2023-08-08T18:30:00Z
AU,"Haiti, Mostly Controlled by Underworld Gangs, Welcomes Kenya’s Offer to Lead Multinational Force",At least 80% of Port-au-Prince is controlled by the armed gangs and violent crimes are being committed on a regular basis.,2023-07-31T01:50:20Z
AU,"Bullhorn and bear ear stocks: Expert advices 3 names to buy, 2 to sell","Nifty down 0.5% in past week, support at 19,500-19,350, resistance at 19,800-19,850. JSW Steel, Indiacem, and Granules show bullish signs. AU Bank and Dixon face bearish signs.",2023-07-29T18:30:00Z
AU,"African, Caribbean nations join forces to call for reparations for slavery","The meeting in Bridgetown, from Monday to Thursday, included strategy sessions and plenaries and marked the beginning of an ""intercontinental campaign"", the UWI said in a statement, describing it as ""ground-breaking"". Attendees included ambassadors and representatives from AU member states and the Caribbean Community political and economic union (CARICOM).",2023-07-27T23:24:17Z
AU,AU Bank net profit jumps 44 pc to Rs 387 cr on higher advances,"However, the net interest margin declined to 5.7 per cent from 5.9 per cent in the same period a year ago.Founder and chief executive Sanjay Agarwal told PTI from Jaipur that the fall was due to higher deposit pricing that the bank had to do to attract funds.Going forward I see more pressure on this side even though I had lowered the rates for both savings and fixed deposits in the quarter.",2023-07-22T15:01:28Z
AU,Indian nursing student in Australia buried alive by boyfriend in horrific ‘act of vengeance’,"Jasmeen Kaur was abducted from her workplace on March 5, 2021, and driven more than 400 miles (644 km) while bound with cable ties in the boot of a car Singh had borrowed from his flatmate, news.com.au portal and other websites reported on Wednesday.",2023-07-06T10:57:35Z
AU,"Stocks to Watch: LTIMindtree, SBI, RBL Bank, Bandhan Bank, Lupin, AU SFB, and Others","Stocks to watch: Shares of firms like LTIMindtree, SBI, RBL Bank, Bandhan Bank, Lupin, AU SFBs, and others will be in focus on Wednesday's trade.",2023-07-05T03:14:52Z
AU,Rs 30 cr fraud case: AU president’s pre-arrest bail plea rejected,"Based on a complaint filed by Jani, Rajkot Taluka police had booked “secretary and administrators” of the SKM, Dharmesh Jivani, Dharmesh’s wife Vaishakhi Jivani, and another person, Nilesh Makwana, under various IPC sections.",2023-06-28T00:20:28Z
AU,80% Of Port-Au-Prince In Haiti Under Criminal Gangs As Violence Escalates,"Velina Elysee Charlier, a human rights activist, claims that she has witnessed enough deaths to haunt her for many lifetimes.",2023-06-21T06:17:35Z
