Bank,Title,Description,Published At
BANDHAN,Tripura BJP launches Shakti Bandhan campaign on Modi govt’s welfare schemes for women,State chief Rajib Bhattacharya says it was undertaken as per national BJP president JP Nadda’s instructions.,2024-01-24T15:45:57Z
BANDHAN,"Stock market today: IEX, Metropolis, SAIL, 10 other shares placed under F&O ban list","Aditya Birla Fashion, Ashok Leyland, Bandhan Bank, Chambal Fertilisers, Delta Corp, Hindustan Copper, National Aluminium, Polycab, PVR INOX, and ZEEL are among stocks that are a part of the F&O ban list.",2024-01-17T18:30:00Z
BANDHAN,"Stock market today: Aditya Birla Fashion, Ashok Leyland, Biocon, 12 other shares placed under F&O ban list","Bandhan Bank, Chambal Fertilisers, Delta Corp, Hindustan Copper, India Cements, Indus Towers, Metropolis Healthcare, National Aluminium, Piramal Enterprises, Polycab, PVR INOX, and ZEEL are the other 12 stocks that are a part of the F&O ban list",2024-01-16T18:30:00Z
BANDHAN,"Stock market today: Biocon, India Cements, Piramal Enterprises, 12 other shares placed under F&O ban list today","Bandhan Bank, BHEL, Chambal Fertilisers, Delta Corp, Escorts, Hindustan Copper, Indus Towers, Metropolis Healthcare, Polycab, PVR INOX, SAIL, and ZEEL are the other 12 stocks that are a part of the F&O ban list",2024-01-15T18:30:00Z
BANDHAN,"Stock market today: Metropolis Healthcare, Bandhan Bank, Escorts, 12 other shares placed under F&O ban list today","BHEL, Chambal Fertilisers, Delta Corp, Hindustan Copper, India Cements, Indus Towers, National Aluminium, Piramal Enterprises, Polycab, PVR INOX, SAIL, and ZEEL are the other 12 stocks that are a part of the F&O ban list",2024-01-14T18:30:00Z
BANDHAN,"Stocks to Watch: TCS, Infosys, M&M Ultratech Cement, LIC, HG Infra","Bandhan Bank, BHEL, Delta Corp, Escorts, Hindustan Copper, India Cements, Indus Towers, National Aluminium Company, Piramal Enterprises Limited, Polycab, PVR INOX, SAIL, and ZEEL are the stocks that are under F&O ban today",2024-01-11T18:30:00Z
BANDHAN,"Stock market today: BHEL, Delta Corp, Polycab, ten other shares placed under F&O ban list today","Bandhan Bank, Escorts, Hindustan Copper, India Cements, Indus Towers, National Aluminium, Piramal Enterprises, PVR INOX, SAIL, and ZEEL are the other 10 stocks that are a part of the F&O ban list",2024-01-11T18:30:00Z
BANDHAN,"Stock market today: Indus Towers, PVR INOX, SAIL, 10 other shares placed under F&O ban list","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers and Chemicals, Escorts, Hindustan Copper, Indian Energy Exchange, India Cements, National Aluminium, Piramal Enterprises, and ZEEL are the other 10 stocks that are a part of the F&O ban list",2024-01-10T18:30:00Z
BANDHAN,"Stocks to Watch: TCS, Infosys, Spicejet, Nuvama Wealth, Polycab, Kalyani Steels","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers, Escorts, Hindustan Copper, Indian Energy Exchange, India Cements, Indus Towers, Nalco, Piramal Enterprises, PVR INOX, SAIL, and ZEEL are part of the F&O ban for Thursday",2024-01-10T18:30:00Z
BANDHAN,"Stock market today: Delta Corp, IEX, Bandhan Bank, 9 other shares placed under F&O ban list","Balrampur Chini Mills, Bandhan Bank, Delta Corp, Escorts, GNFC, Hindustan Copper, National Aluminium Company, Piramal Enterprises and SAIL are the other 9 stocks that are a part of the F&O ban list.",2024-01-09T18:30:00Z
BANDHAN,"Stocks to Watch: M&M, Lupin, Delta Corp, PFC, Steel Strips Wheels, KIOCL","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers, Delta Corp, Escorts, GNFC, Hindustan Copper, Indian Energy Exchange, India Cements, Nalco, Piramal Enterprises, and SAIL are the stocks that are under F&O ban today.",2024-01-09T18:30:00Z
BANDHAN,NFO Alert: Bandhan Mutual Fund launches Bandhan Multi Asset Allocation Fund; all you need to know,"Bandhan Mutual Fund announced the launch of the Bandhan Multi Asset Allocation Fund. The scheme opened for public subscription on January 10, 2024, and will close on January 24, 2024.",2024-01-09T18:30:00Z
BANDHAN,"Stock market today: Bandhan Bank, Escorts, Piramal Enterprises, 10 other shares placed under F&O ban list","Balrampur Chini Mills, Chambal Fertilisers, Delta Corp, GNFC, Hindustan Copper, Indian Energy Exchange, India Cements, National Aluminium, SAIL, and ZEEL are the other 10 stocks that are a part of the F&O ban list",2024-01-08T18:30:00Z
BANDHAN,"Stocks to Watch: Bajaj Auto, Aurobindo Pharma, Tata Motors, Cipla, BEML","Balrampur Chini Mills, Bandhan Bank, Chambal Fertilisers, Delta Corp, Escorts, GNFC, Hindustan Copper, Indian Energy Exchange, India Cements, Nalco, Piramal Enterprises, SAIL, and ZEEL are part of the F&O ban for Tuesday",2024-01-08T18:30:00Z
BANDHAN,Bandhan Bank shares drop 10.6% in two sessions; what should you do?,"Bandhan Bank's shares declined by 7.40% in today's trading session, resulting in a cumulative loss of 10.65% over two days. Analysts attribute this fall to profit booking.",2024-01-07T18:30:00Z
BANDHAN,Dabholkar murder case | Sisters of accused: ‘Celebrated Rakhee at home on day of murder’,"“Dabholkar was murdered on Raksha Bandhan day. Kalaskar's sister is married and lives in Nashik. She said she had come to her parents' home in Aurangabad on that day and celebrated Rakhee with her brother Sharad Kalaskar,” said Ichalkarnjikar.",2024-01-05T20:48:07Z
BANDHAN,"SBI, Dabur, HDFC Bank among 8 high conviction picks of Centrum Broking","Stock to Buy- State Bank of India (SBI) , Dabur , Life Insurance Corporation of India, HDFC Life, Bandhan Bank, Piramal Enterprises (PEL), HDFC Bank, SBI Cards are amongst 8 high conviction picks of Centrum Broking.",2024-01-02T18:30:00Z
BANDHAN,Bandhan Bank to offload soured home loans worth ₹775.6 cr,"The bank's pool of soured housing finance loans comprised 8,529 accounts that it had acquired from the estwhile Gruh Finance in 2019",2023-12-20T18:30:00Z
BANDHAN,RBI authorises Bandhan Bank to disburse pensions to railway employees. Details here,The Bank will soon be integrating with the Ministry of Railways to operationalise the pension disbursement process,2023-12-13T18:30:00Z
BANDHAN,Buy or sell: Vaishali Parekh recommends three stocks to buy today - November 30,"Buy or sell stocks: Vaishali Parekh has recommended three stocks to buy today — Can Fin Homes, Engineers India, Bandhan Bank",2023-11-29T18:30:00Z
BANDHAN,"Stocks to Watch: Bajaj Auto, Wipro, ITC, RIL, Dabur, IndusInd, Bandhan Bank, and Others","Stocks to watch: Shares of firms like Bajaj Auto, Wipro, ITC, RIL, Dabur, IndusInd, Bandhan Bank, and others will be in focus on Thursday's trade.",2023-10-19T03:15:59Z
BANDHAN,"Stocks to Watch: RIL, Airtel, Bajaj Finance, LIC, IDFC First, Maruti Suzuki","Wipro, LTIMindtree, Bajaj Auto, IndusInd Bank, Polycab, ICICI Lombard, Bandhan Bank, UTI AMC, and Titagarh Rail Systems will be among the stocks to watch on Wednesday as they will be declaring their quarterly earnings report",2023-10-17T18:30:00Z
BANDHAN,Madhya Pradesh Govt Reserves 35% Quota for Women in Govt Jobs,"MP Chief Minister Shivraj Chouhan had announced during Rakhshi Bandhan this year, that women will get 35 per cent reservation in all direct recruitment for government jobs in the state",2023-10-05T03:12:39Z
BANDHAN,"Stocks to Watch: Marico, Bandhan Bank, Vedanta, Hero MotoCorp, PNB, RBL Bank, and Others","Stocks to watch: Shares of firms like Marico, Bandhan Bank, Vedanta, Hero MotoCorp, PNB, RBL Bank, and others will be in focus on Thursday's trade.",2023-10-05T03:04:28Z
BANDHAN,"Stocks to Watch: PNB, Marico, Bandhan Bank, Maruti Suzuki, Exide","Delta Corp, Indiabulls Housing Finance, and Manappuram Finance are the three stocks that are part of the F&O ban list by the NSE for Thursday",2023-10-04T18:30:00Z
BANDHAN,Pooja Vastrakar: From Shahdol’s ‘gully girl’ who became a millionaire to propelling India to Asian Games final,"All-rounder's 72-year-old father, Bandhan Ram Vastrakar traces the rise and rise of his youngest daughter.",2023-09-24T04:01:47Z
BANDHAN,Women reservation bill Raksha Bandhan 'return gift' by PM: Delhi BJP,Read more about Women reservation bill Raksha Bandhan 'return gift' by PM: Delhi BJP on Devdiscourse,2023-09-19T17:38:30Z
BANDHAN,"Cabinet approves Rs 1,650 crore to add 75 lakh new Ujjwala scheme connections over 3 years","The price cut and expansion of PMUY, which came ahead of Assembly elections in five states later this year and the Lok Sabha elections next year, was described by the government as its gift to the people on the occasion of Raksha Bandhan and Onam.",2023-09-13T10:47:10Z
BANDHAN,"How Rishi Sunak, wife Akshata are embracing Indian roots during G20 visit","Taking a break from their busy schedules at the G20 Summit, UK PM Rishi Sunak and wife Akshata Murty visited Delhi’s Akshardham Temple to offer prayers. The British leader is seen sporting the sacred Hindu red thread in his hand and he spoke about celebrating Raksha Bandhan",2023-09-10T07:19:08Z
BANDHAN,"Neither Chocolates Nor Sweets, Here's A Sister's Unusual Gift For Brother On Rakhi",The clip starts with the sister arranging all the materials related to Raksha Bandhan on a plate.,2023-09-07T05:11:02Z
BANDHAN,"PM Modi: Even with Adversities, Global Dynamics, India's 2022 Inflation Lower than World Average","Prime Minister Narendra Modi said in the exclusive interview with moneycontrol.com that his government has taken a number of steps to control inflation and is continuing to make pro-people decisions to boost ease of living, pointing to the LPG price cut on Raksha Bandhan",2023-09-06T02:26:20Z
BANDHAN,Bihar teacher suspended after rant on cancellation of leave on Raksha Bandhan goes viral,The Teacher's Association in Bihar has condemned the suspension and threatened to agitate against the Education department,2023-09-03T18:30:00Z
BANDHAN,BJP Shares Video Claiming Priyanka Vadra 'Didn't Tie Rakhi' to Rahul Gandhi; Cong Hits Back With Proof,Claims of turbulence in the relationship between Rahul and Priyanka were made in the video stating that there was no rakhi on the former's wrist on the occasion of Raksha Bandhan,2023-09-03T17:25:26Z
BANDHAN,Gujarat minister calls for boycott of people who send their parents to old age homes,"He also congratulated Gujarat Police personnel for reaching out to people living in old age homes, orphanages and the elderly living alone on Raksha Bandhan.",2023-09-02T18:58:05Z
BANDHAN,Flight attendant ties rakhi to her pilot brother onboard IndiGo flight on Raksha Bandhan. Watch,"IndiGo took to X to post a video of the siblings, cabin attendant Shubha and Capt. Gaurav, a pilot, celebrating Raksha Bandhan onboard the aircraft.",2023-09-01T05:14:01Z
