Bank,Title,Description,Published At
HDFC,"Stocks to Watch: Reliance Industries, HDFC Bank, Adani Green, Jio Financial, MCX","Here are a few stocks likely to be in focus on Monday, April 22:",2024-04-21T18:30:00Z
HDFC,HDFC Bank: Analysts see deposits outpacing loan growth; margin to recover gradually,"HDFC Bank reported fairly strong quarterly results over the weekend, but shares of the country's largest private sector lender declined over 1 per cent on Monday afternoon. This even as the broader BSE Sensex was up 0.5 per cent.",2024-04-21T18:30:00Z
HDFC,"Top Gainers and Losers today on 22 April, 2024: Bharat Petroleum Corporation, Tata Consumer, NTPC, HDFC Bank among most active stocks; Check full list here","Top Gainers and Losers Today : The Sensex gained 560.29 points, or 0.77, to settle at 73088.33, while the Nifty gained 189.4 points, or 0.86, to close at 22147.0.",2024-04-21T18:30:00Z
HDFC,'Actively working to resolve...': HDFC Bank says as customers experience issues accessing NetBanking,"HDFC Bank also requested its customers to use alternatives such as MobileBanking, Payzapp meanwhile.",2024-04-21T18:30:00Z
HDFC,"HDFC Bank approves Rs 60,000 crore fund raise via debt instruments","The decision was approved during the Board of Directors meeting on Saturday, where key approvals were granted for the annual renewal of the issuance.",2024-04-21T11:24:49Z
HDFC,"Top Indian firms lose ₹1.40 lakh crore in mcap; IT majors TCS, Infosys among hardest hit, HDFC Bank, RIL top gainers","In a holiday-shortened week, India's stock market witnessed a significant dip, with major tech firms like TCS and Infosys experiencing drastic drops in market valuation amidst festive celebrations.",2024-04-20T18:30:00Z
HDFC,HDFC Asset Management Company Q4 FY24 Results Live : profit rise by 43.78% YOY,HDFC Asset Management Company Q4 FY24 Results Live : Revenue increased by 28.56% YoY & profit increased by 43.78% YoY,2024-04-20T18:30:00Z
HDFC,"Top news of April 20: HDFC Bank's Q4 results, Elon Musk's India visit update, Iran-Israel tensions and more","Top news of April 20: At a time when India is in the midst of Lok Sabha election and extreme tensions are going on in one part of the world, no one can afford to miss the the major headlines of the day",2024-04-19T18:30:00Z
HDFC,"HDFC Bank Q4 Results: Net profit at ₹16,512 crore, NII rises to ₹29,007 crore; dividend declared","HDFC Bank Q4 Results: The bank announced that its board of directors recommended a dividend of ₹19.5 per equity share of Re 1 for the year ended March 31, 2024.",2024-04-19T18:30:00Z
HDFC,Q4 Results: HDFC Bank declares dividend ₹19.50 per equity share,"Q4 Results: HDFC Bank reports 37 per cent rise in its net profit at ₹16,512 crore for the fourth quarter of FY24",2024-04-19T18:30:00Z
HDFC,HDFC Life Insurance Company Q4 FY24 Results Live : profit rise by 13.73% YOY,HDFC Life Insurance Company Q4 FY24 Results Live : Revenue increased by 27.81% YoY & profit increased by 13.73% YoY,2024-04-19T18:30:00Z
HDFC,"Sensex drops 672 points, Nifty at 21,777 points in early trade","Among the Nifty firms, notable gainers included ONGC, Apollo Hospital, Cipla, ITC, and Dr. Reddy, while BPCL, HDFC Life, Bajaj Auto, Infosys, and Coal India were the prominent losers.",2024-04-19T04:32:55Z
HDFC,"Q4 Results Today: Wipro, Jio Finance, HDFC AMC, Hindustan Zinc among 14 companies to post Q4 earnings on April 19","Q4 Results Today: Wipro, Jio Financial Services, HDFC Asset Management Company, Hindustan Zinc, KP Green Engineering, Sejal Glass and Sybly Industries are among 14 companies that will release their Q4 results today.",2024-04-18T18:30:00Z
HDFC,"Bank FD Rates: From SBI, PNB To HDFC & ICICI Bank; Check Latest Fixed Deposit Rates",It's imperative to compare the fixed deposit (FD) rates offered by different banks before buying any plan.,2024-04-18T12:16:00Z
HDFC,HDFC Life Q4 Results: Net Profit Jumps 14.8% To Rs 411 Crore; Rs 2 Dividend Declared,"HDFC Life Q4 Results: Its net premium income stood at Rs 20,488 crore, a 5.4 per cent increase as compared with Rs 19,426 crore a year ago, Net Profit Jumps 14.8% To Rs 411 Crore, Beats Expectations",2024-04-18T09:20:20Z
HDFC,"Q4 Results Today: Infosys, Bajaj Auto, HDFC Life, ICICI Securities among 19 companies to post Q4 earnings on April 18","Q4 Results Today: Infosys, Bajaj Auto, HDFC Life Insurance, ICICI Securities, TV18 Broadcast, Mastek, Network18 Media are among the 19 companies that will release their earnings for the Jan-March 2024 period on Thursday",2024-04-17T18:30:00Z
HDFC,Top Stock Recommendations: Osho Krishan of Angel One suggests buying Radico Khaitan and HDFC AMC today,"Top Stock Recommendations: Osho Krishan, Sr. Analyst, Technical & Derivatives of Angel One, recommends buying Radico Khaitan Ltd and HDFC Asset Management Company Ltd (HDFC AMC).",2024-04-17T18:30:00Z
HDFC,HDFC Securities predicts India's GDP to double by 2030; identifies trends and stocks for sustained growth,"HDFC Securities projected that India's GDP is likely to soar, from $3.57 tn in FY24E to $7 tn by 2030. The nation is witnessing decade-long economic trends that are propelling the expansion of businesses across diverse sectors. Let's take a look at these trends and stocks that will be impacted.",2024-04-17T18:30:00Z
HDFC,"Vodafone Idea FPO: GQG Partners, Fidelity, HDFC MF, Quant MF likely to participate in anchor book, says Report","Vodafone Idea FPO: Investors like GQG Partners, Fidelity, HDFC Mutual Fund, and others show interest in Vodafone Idea's FPO, as per news report. Anchor bidding starts today. The price band for equity shares is set at ₹10 to ₹11, with a minimum bid of 1,298 shares.",2024-04-15T18:30:00Z
HDFC,"Market valuation of top firms surges ₹59,404 crore during holiday-shortened week; Airtel and ICICI Bank gain big","Reliance Industries kept its position as the most valued company, followed by TCS, HDFC Bank, ICICI Bank, Bharti Airtel, SBI, Infosys, LIC, ITC, and Hindustan Unilever.",2024-04-13T18:30:00Z
HDFC,"Q4 Results: From Infosys, Bajaj Auto and Wipro to HDFC Bank - A look at the earnings schedule this week","Q4 results this week: We take a look at the Q4 results expected from April 15-21. So far, FIIs have exercised caution due to subdued expectations for Q4 results and the high valuations of mid-cap and small-cap stocks.",2024-04-13T18:30:00Z
HDFC,"Veritas Finance picks bankers for ₹2,000-crore IPO","The lender has appointed investment banks Kotak Mahindra Capital Co., Jefferies, HDFC and ICICI Securities to help it with the issue.",2024-04-11T18:30:00Z
HDFC,HDFC Bank becomes only private bank to have presence in Lakshadweep,"HDFC Bank’s distribution network includes 8,091 branches and 20,688 ATMs across India's 3,872 cities and towns, as of December 31, 2023.",2024-04-10T11:45:37Z
HDFC,HDFC Bank Warns Customers Should Stop Doing These Things To Avoid Getting Hacked,Banking apps are used by many people on their smartphones but HDFC Bank has warned that some of your basic mistakes can leave you open to getting hacked. Read more on News18.com,2024-04-10T02:00:37Z
HDFC,FD interest rates: 5 banks offer more than 7 per cent per annum on their fixed deposits,HDFC Bank offers highest interest rate of 7.25 percent on its deposits with tenure of 18 to 21 months. The bank also offers 7.15 percent on fixed deposits with tenure between 2 years 11 months to 35 months,2024-04-08T18:30:00Z
HDFC,"Stocks to buy: ICICI Bank, IndusInd Bank and SBI - top stock picks among banks from Motilal Oswal ahead of Q4 results","Stocks to buy: ICICI Bank, Axis Bank and Kotak Mahindra Bank are expected to see a 7-11 bps moderation in NIM, while it expects flat NIMs for HDFC Bank, RBL Bank, SBI, IndusInd Bank and Union Bank of India.",2024-04-07T18:30:00Z
HDFC,"Market capitalisation of 4 of top 10 valued firms add ₹1.71 lakh crore; HDFC Bank, LIC lead gainers","Six companies within the top 10 experienced a combined decrease of ₹78,127.48 crore, primarily attributed to Reliance Industries, a major contributor to the losses.",2024-04-06T18:30:00Z
HDFC,Is it wise to buy HDFC Bank shares before Q4 results 2024?,HDFC Bank shares witnessed a sharp upside move last week after a better-than-expected Q4FY24 business update,2024-04-05T18:30:00Z
HDFC,"Stocks to Watch: HDFC Bank, Bajaj Finance, IndusInd Bank, Nestle, Cipla, Nazara, and Others","Stocks to watch: Shares of firms like HDFC Bank, Bajaj Finance, IndusInd Bank, Nestle, Cipla, Nazara, and others will be in focus on Friday's trade.",2024-04-05T03:25:39Z
HDFC,"Stocks to Watch: HDFC Bank, Dabur, Hero MotoCorp, Prestige Group, RBL Bank","Here are a few stocks likely to be in focus on Friday, April 5:",2024-04-04T18:30:00Z
HDFC,HDFC Bank share price rises for 7th consecutive session; brokerages upbeat on Q4 update,"HDFC Bank share price continued to witness buying interest on Friday, April 5, following the private lender's March quarter business updates. The stock has been gaining in the recent past after a subdued performance.",2024-04-04T18:30:00Z
HDFC,"IRFC, Bajaj Finance to HDFC Bank - experts recommend these 5 shares to buy after RBI monetary policy meeting","Shares to buy after RBI monetary policy meeting: Experts have recommended five stocks to buy today — SBI, HDFC Bank, IRFC, Poonawalla Fincorp, and Bajaj Finance",2024-04-04T18:30:00Z
