Bank,Title,Description,Published At
INDUSIND,IIM Calcutta achieves 100% placement with 529 offers,"IIM Placements: This year witnessed a new trend of firms offering role in ‘Founder’s office’. These roles were offered by OLA, IndusInd Bank, Newme, ParkStreet, PoshN, Kofluence among others",2024-02-19T05:24:37Z
INDUSIND,IndusInd Bank revises fixed deposit rates. Check latest FD interest rates here,"IndusInd Bank has revised its interest rates on fixed deposits, offering rates ranging from 3.50% to 7.75% for the general public and 4% to 8.25% for senior citizens",2024-02-07T18:30:00Z
INDUSIND,HDFC gets RBI nod to acquire 9.5% stake in IndusInd Bank,"The Reserve Bank of India (RBI) has approved HDFC Bank's proposal to acquire an up to 9.5% stake in IndusInd Bank.""Pursuant to Regulation 30 of the SEBI Listing",2024-02-06T06:21:00Z
INDUSIND,HDFC Bank Clarifies RBI Approval For IndusInd Stake Is For AMC & Life Insurance Arms,RBI nod for acquiring a stake in IndusInd Bank pertains to investments by HDFC Bank's Asset Management Company and Life Insurance divisions.,2024-02-06T02:42:08Z
INDUSIND,HDFC Bank gets RBI approval to buy up to 9.50 per cent stake in IndusInd Bank,"If HDFC Bank fails to complete the acquisition within the timeframe of one year, the approval will be revoked.",2024-02-06T01:49:25Z
INDUSIND,HDFC Bank Group stocks open in red post RBI's IndusInd Bank stake-buy nod,The RBI has approved HDFC Bank's proposal to acquire aggregate holding of up to 9.50% in the paid-up share capital or voting rights of IndusInd Bank,2024-02-05T18:30:00Z
INDUSIND,RBI approves HDFC Bank Group's plans to acquire 9.50% 'aggregate holding' in IndusInd Bank,"HDFC Bank Group must acquire a major shareholding in IndusInd Bank within one year, and ensure that its aggregate holding does not exceed 9.50 percent at any time.",2024-02-05T18:30:00Z
INDUSIND,Relief for Sebi as SC stays SAT order in Karvy Stock Broking case,"Sebi's plea contested SAT's previous ruling, which had favoured major lenders such as Axis Bank, ICICI Bank, HDFC Bank, IndusInd Bank, and Bajaj Finance.",2024-01-25T18:30:00Z
INDUSIND,"Friday cheer: Sensex hits 71,700 led by Bharti Airtel, ICICI Bank","Airtel, ONGC, ICICI Bank, Axis Bank, Tech Mahindra are the top gainersReliance Industries, RBL Bank, HUL are some of the big earnings being eyed by the street.IndusInd",2024-01-19T05:27:00Z
INDUSIND,"Stocks to Watch: Reliance Industries, Paytm, HUL, HDFC Bank, IndusInd Bank","UltraTech Cement, RBL Bank, Hindustan Zinc, Atul, Central Bank of India, CESC, CreditAccess Grameen, Hatsun Agro Product, HT Media, Sunteck Realty, Tejas Networks, and Websol Energy System are among the companies set to announce their quarterly earnings on 19 January",2024-01-18T18:30:00Z
INDUSIND,IndusInd Bank share price falls over 2% after Q3 results; Time to buy the stock? Here’s what analysts say,"IndusInd Bank reported an in line performance in 3QFY24, led by healthy NII growth and controlled provisions. Healthy provisioning in the MFI portfolio and moderation in overall slippage run-rate will contribute to a further reduction in credit cost, analysts said.",2024-01-18T18:30:00Z
INDUSIND,IndusInd Q3 net profit rises 17 pc on core income growth,Read more about IndusInd Q3 net profit rises 17 pc on core income growth on Devdiscourse,2024-01-18T13:10:35Z
INDUSIND,"Stocks to Watch: IndusInd Bank, Asian Paints, Nazara Tech, LTIMindtree, NHPC","IndusInd Bank, Finolex Industries, Jindal Stainless, Polycab India, Poonawalla Fincorp, Ramkrishna Forgings, Shoppers Stop, South Indian Bank, Sterling and Wilson Renewable Energy, and Tata Communications are among companies that will announce their quarterly earnings on 18 January.",2024-01-17T18:30:00Z
INDUSIND,IndusInd Bank Q3 Result Preview-Loan growth expected to remain Healthy; deposit traction remains to be watched for,"Q3 Result Preview- IndusInd Bank is expected to see stable performance on the back of healthy loan growth. MOFSL estimates NII (Net Interest Income) for IndusInd Bank to rise 17.9% year on year ,while those at Kotak expect IndusInd Bank Net Interest Income to rise 15.2% year on year.",2024-01-17T18:30:00Z
INDUSIND,Q3 results today: IndusInd Bank to Polycab - 22 companies to declare earnings on Thursday,"Q3 results today: 22 companies that are going to declare Q3 results 2024 on Thursday include IndusInd Bank, Polycab India, Tata Communications, Poonawalla Fincorp, Metro Brands, Finolex Industries, Mastek, South Indian Bank, etc",2024-01-17T18:30:00Z
INDUSIND,IndusInd Bank stock gained 23% in less than 5 months; is there more upside left? Here's what brokerages say,"IndusInd Bank: The private sector lender hit its 52-week high of ₹1,694.35 in the previous session, on January 15. With that, it has now rallied over 71 percent from its 52-week low of ₹990.25, hit on February 1, 2023.",2024-01-15T18:30:00Z
INDUSIND,"Sensex, Nifty trade flat after early gains, IT stocks take the lead","Wipro, NTPC, Tech Mahindra, Infosys are among the top gainers.Nestle India, IndusInd Bank, HDFC Bank, Kotak Mahindra Bank are major laggards.In Asian peers,",2024-01-05T05:20:00Z
INDUSIND,IndusInd Bank share price hits new 52-week high as net advances jump 20% YoY in Q3,"For the December quarter, the bank's net advances grew by 20% to ₹3,26,741 crore as compared to net advances of ₹2,72,754 crore in Q3FY23. In the preceding quarter (Q2FY24), the net advances stood at ₹3,15,454 crore.",2024-01-03T18:30:00Z
INDUSIND,"DLF , HDFC Bank, L&T, Hero, Lupin among 17 top picks by Sharekhan for year 2024","Stock Market Today - DLF, HDFC Bank, IndusInd, L&T, Hero Moto, Lupin, Artemis Medicare, Bank of India, Kirloskar Oil Engines, Radico Khaitan, Wonderla Holidays, Subros, CESC, Hindware Home Innovation , Sterling Tools, Strides Pharma, Gujarat Fluorochemicals are 17 picks by Sharekhan for year 2024",2023-12-31T18:30:00Z
INDUSIND,"Tata Motors, Mahindra & Mahindra & others hit 52 week high today ; Do you own any?","Following shares hit their 52 week high today - Tata Motors, Mahindra & Mahindra, Sun Pharmaceutical Industries, Hero Motocorp, Indusind Bank",2023-12-28T18:30:00Z
INDUSIND,‘eSvarna’: IndusInd Bank introduces UPI-enabled credit card on RuPay network. Five things to know,IndusInd Bank eSvarna credit card comes with exclusive perks and rewards,2023-12-26T18:30:00Z
INDUSIND,IndusInd Bank exits Nippon Life India Asset Management; sells shares worth Rs 795 crore,Read more about IndusInd Bank exits Nippon Life India Asset Management; sells shares worth Rs 795 crore on Devdiscourse,2023-12-20T15:53:12Z
INDUSIND,"Nippon Life India Asset Management share price rises almost 9% on large trade deal news, scales 52 week highs",Stock Market Today- Nippon Life India Asset Management share price rises almost 9% on large trade deal news. News flow suggests that IndusInd Bank is likely to divest a 2.86% equity stake in Nippon Life India Asset Management Ltd (Nippon AMC) through block deals.,2023-12-19T18:30:00Z
INDUSIND,"IndusInd Bank’s strong retail book, balanced credit portfolio mix to drive returns, says Emkay Global as it ups target",IndusInd Bank delivered 21% credit growth in Q2FY24 and believes that incremental growth will be guided by its strategy to deliver better RARoC (>2.5%) instead of just chasing growth.,2023-12-18T18:30:00Z
INDUSIND,Stock markets snap record-breaking run on profit-taking; Sensex drops,"Among the Sensex firms, Power Grid, ITC, JSW Steel, ICICI Bank, Tech Mahindra, Infosys, IndusInd Bank and Mahindra & Mahindra were the major laggards.",2023-12-18T12:21:23Z
INDUSIND,Buy or sell: Sumeet Bagadia recommends three stocks to buy on Monday - December 18,"Buy or sell stocks: Sumeet Bagadia has recommended three stocks to buy on Monday — Tech Mahindra, Grasim Industries and IndusInd Bank",2023-12-15T18:30:00Z
INDUSIND,"Stock Market Updates: Sensex Gains Nearly 100 pts, Hits Fresh High; Nifty Near 21K; GMR Airports Up 3%","Sensex Today: ONGC, HCL Tech, Tech M, IndusInd Bank, Kotak Bank and Tata Motors led gains on the Sensex",2023-12-11T03:57:20Z
INDUSIND,"IndusInd To Catholic Syrian, 4 Banks Offering 8 Percent Interest Rate On FDs For Senior Citizens",The elderly citizens can avail up to 7.40 percent return on FD of 444 days in Punjab and Sind Bank.,2023-12-05T04:57:19Z
INDUSIND,"Top gainers and losers today on 22 November, 2023: Bharat Petroleum Corporation, Cipla, Indusind Bank, Hindalco Industries among most active stocks; Check full list here","Top Gainers and Losers Today : The Sensex gained 92.47 points, or 0.14, to settle at 65930.77, while the Nifty gained 28.45 points, or 0.14, to close at 19783.4.",2023-11-21T18:30:00Z
INDUSIND,"IndusInd Bank, Suzlon Energy among nine firms added to MSCI India Index","As many as nine firms, including IndusInd Bank, Suzlon Energy and One 97 Communications, were added to the MSCI India Index, according to an update announced",2023-11-16T05:10:00Z
