Bank,Title,Description,Published At
IDFC,Stocks to Buy: Here’s why Wipro and IDFC are looking attractive,"Stocks to buy: Wipro, SBIN and IDFC Ltd. The prevailing sentiment appears strongly in favor of the bulls, as indicated by the absence of any reversal signals on the technical charts.",2023-12-16T18:30:00Z
IDFC,IDFC FIRST Bank and Mastercard Unveil the FIRST SWYP Credit Card - the Coolest Card for Today’s Generation,Read more about IDFC FIRST Bank and Mastercard Unveil the FIRST SWYP Credit Card - the Coolest Card for Today’s Generation on Devdiscourse,2023-12-08T12:46:56Z
IDFC,"Stocks to Watch: Zomato, Maruti Suzuki, SpiceJet, IDFC First Bank","Balrampur Chini Mills, National Aluminium Company, Delta Corp, Indiabulls Housing Finance, India Cements, SAIL and Zee Entertainment Enterprises are in the F&O ban list for 8 December.",2023-12-07T18:30:00Z
IDFC,"Tailwinds boost Q2 growth, but multiple headwinds loom ahead","IDFC FIRST Bank’s Economist Gaura Sengupta said the deflator, with a higher weight of WPI, was favourable for manufacturing than the services sector, which has a higher weight of Consumer Price Index (CPI) inflation.",2023-12-04T02:30:08Z
IDFC,"FPI stake: Coforge, IDFC First Bank and Patanjali Foods see highest increase in Sept quarter","Coforge, IDFC First Bank and Patanjali Foods saw the highest increase in stake by FPIs in the September quarter, as per a report by Kotak Institutional Equities.",2023-11-29T07:12:42Z
IDFC,"Stocks to buy this week: NMDC, DMart, SAIL, IDFC among 9 technical picks; do you own any?","Recommendations for buying stocks include Dilip Buildcon, NMDC, Granules India, Avenue Supermarts, Aarti Industries, Quess Corp, SAIL, IDFC, and HUDCO",2023-11-12T18:30:00Z
IDFC,"Stocks to Watch: SBI, Cello World, IndiGo, Bank of Baroda, L&T, IDFC First Bank","Adani Green, Divi's Lab, Nykaa, Gland Pharma, HPCL, Varun Beverages, Zydus Wellness, and Bharat Forge will be among the stocks to watch on Monday as they will be declaring their quarterly earnings report",2023-11-05T18:30:00Z
IDFC,"Q2 Results today: Zomato, Titan, IndiGo, UCO Bank, IDFC, MRF, among 187 companies to announce Q2 earnings","Q2 Results today: About 187 companies will be releasing their earnings for the September quarter today, including Zomato, Titan, and InterGlobe Aviation",2023-11-02T18:30:00Z
IDFC,"Stocks to Watch: RIL, Maruti Suzuki, Ultratech, AU SFB, Cipla, IDFC First Bank","Adani Green, Marico, TVS Motor, UPL, P&G Health, GMR Airports Infra, Blue Star, and Emkay Global Finance, will be among the stocks to watch on Monday as they will be declaring their quarterly earnings report",2023-10-29T18:30:00Z
IDFC,"IDFC First Bank Q2 results: Net profit up 35% at ₹751 crore, NII jumps 32%",The bank's gross NPA ratio improved sequentially to 2.11 percent.,2023-10-27T18:30:00Z
IDFC,"Stocks to Watch: RIL, Airtel, Bajaj Finance, LIC, IDFC First, Maruti Suzuki","Wipro, LTIMindtree, Bajaj Auto, IndusInd Bank, Polycab, ICICI Lombard, Bandhan Bank, UTI AMC, and Titagarh Rail Systems will be among the stocks to watch on Wednesday as they will be declaring their quarterly earnings report",2023-10-17T18:30:00Z
IDFC,IDFC First Bank to sell Mumbai office space to NSDL for ₹198 crore,"The office space that would be sold to the central securities depository is located in Naman Chambers, based in the business hub of Bandra-Kurla Complex.",2023-10-09T18:30:00Z
IDFC,IDFC First Bank sets QIP floor price at ₹94.95/share,"In 2021, the bank raised had ₹3,000 crore through a QIP at a floor price of ₹57.35 per share.",2023-10-03T18:30:00Z
IDFC,"Stocks to buy: IDFC, GNA Axles, Zen Technologies among top fundamental picks by HDFC Securities","For the month of September, Nifty 50 gained 2% while the Sensex rose 1.5%. The BSE Smallcap index also rose about a percent, while the BSE Midcap index jumped 3.7% in September.",2023-10-01T18:30:00Z
IDFC,"IDFC First Bank share touches ₹100 mark. Joins HDFC Bank, ICICI Bank, SBI, Kotak Mahindra Bank in this elite club","IDFC First Bank shares reach a new peak at ₹100.70 apiece, becoming one of the top 10 most valuable Indian banks listed on Dalal Street",2023-09-04T18:30:00Z
IDFC,"Stocks to Watch: Kotak Bank, RIL, Bajaj Auto, Infosys, ONGC, IDFC First","FIIs started September on a positive note as domestic markets settled higher. , FIIs net inflow on Friday was ₹487.94 crore. Meanwhile, DIIs registered a net outflow of ₹2,294.93 crore.",2023-09-03T18:30:00Z
IDFC,"Warburg Pincus sells 4.2 pc stake in IDFC FIRST Bank for Rs 2,480 cr","Read more about Warburg Pincus sells 4.2 pc stake in IDFC FIRST Bank for Rs 2,480 cr on Devdiscourse",2023-09-01T16:05:28Z
IDFC,"GQG Partners acquires 2.58% stake in IDFC First Bank, while Warburg Pincus sells 4.2% stake","GQG Partners buys 2.58% stake in IDFC First Bank, while Cloverdell Investment sells 4.2% stake.",2023-08-31T18:30:00Z
IDFC,"GQG takes ₹1,527 cr stake in IDFC First","Over the past 45 days, GQG Partners has increased its bets on other Indian firms as well",2023-08-31T18:30:00Z
IDFC,"MSCI index rejig from Aug 31: REC, Supreme Industries, 6 others included; What's expected in Nov review?","Shares of IDFC First Bank, HDFC AMC, Ashok Leyland, and Supreme Industries are among the eight stocks that will see inflows from passive funds, as they make their way into MSCI Global Standard Index starting from today (August 31, 2023)",2023-08-30T18:30:00Z
IDFC,Buy or sell: Vaishali Parekh recommends three stocks to buy today - 31st August,"Buy or sell stocks: Vaishali Parekh has recommended three stocks to buy today — Infosys, IDFC First Bank and Polyplex",2023-08-30T18:30:00Z
IDFC,"Stocks to Watch: RIL, Adani Ent, IDFC First, Zee Entertainment, Tata Motors","BHEL, Escorts Kubota, GMR Infrastructure, Hindustan Copper, India Cements, Manappuram Finance, RBL Bank, and Sun TV are the stocks that are a part of the F&O ban list by the stock exchange for Monday",2023-08-27T18:30:00Z
IDFC,"Stocks to Watch: RIL, Adani Ent, IDFC First, Zee Enterprises, Tata Motors","BHEL, Escorts Kubota, GMR Infrastructure, Hindustan Copper, India Cements, Manappuram Finance, RBL Bank, and Sun TV are the stocks that are a part of the F&O ban list by the stock exchange for Monday",2023-08-27T18:30:00Z
IDFC,IDFC First wins BCCI title rights,IDFC First Bank wins title sponsorship rights for BCCI matches for the next three years for ₹4.2 crore per match.,2023-08-25T18:30:00Z
IDFC,IDFC First Bank Stock Doubles Investors' Money In One Year. Is More Steam Left?,Shares of IDFC First Bank have logged consecutive gains in the last 8 trading sessions even as the frontline indices traded on a jittery note,2023-08-23T09:45:52Z
IDFC,"MSCI Global Standard Index review: HDFC AMC, Ashok Leyland among 8 additions, ACC excluded","According to Nuvama Alternative and Quantitative Research, IDFC First Bank is expected to see inflows of $204 million, while PFC may see inflows to the tune of $203 million after this inclusion.",2023-08-10T18:30:00Z
IDFC,"Q1 results today: SBI, M&M, IDFC to BHEL - 72 companies to declare Q1 results 2023","Q1 results 2023: 72 listed companies going to announce Q1 results today include Britannia Industries, Fortis Healthcare, Bharat Dynamics, HDFC, MapmyIndia, Rain Industries, etc.",2023-08-03T18:30:00Z
IDFC,"Stocks to Watch: Airtel, Adani Ent, Cipla, Sun Pharma, Eicher Motors","SBI, M&M, Britannia, BHEL, Shipping Corporation, Delhivery, IDFC, and JK Tyre are some of the companies that will be in focus today as they will declare their quarterly earnings",2023-08-03T18:30:00Z
IDFC,IDFC First Bank shares jump after Q1 results. Buy or wait for profit booking?,IDFC First Bank shares have risen from ₹52 to ₹86.10 apiece levels in FY24,2023-07-30T18:30:00Z
IDFC,"Stocks to Watch: TCS, NTPC, Bank of India, IDFC First, Vedanta, Marico","Maruti Suzuki, Gail India, Power Grid, UPL, Adani Green Energy, Adani Transmission, Castrol India, and Dhanlaxmi Bank are some of the companies that will in focus today as they will declare their earnings",2023-07-30T18:30:00Z
IDFC,‘IDFC First to focus on cash flow-based lending business’,CEO V. Vaidyanathan says demand for working capital loans from small businesses is on the rise following the government’s capital expenditure push,2023-07-30T18:30:00Z
IDFC,IDFC FIRST Bank Q1 net profit up 61 pc at Rs 765 cr,"Net NPAs of the bank improved to 0.70 per cent at end-June 2023 from 1.30 per cent at June 30, 2022.Commenting on the result, V Vaidyanathan, Managing Director and CEO, IDFC FIRST Bank, said, We continue to build a strong franchise with a high CASA Ratio of 46.5 per cent.",2023-07-29T13:02:35Z
IDFC,IDFC First Bank Q1 Results: Net profit jumps 61% YoY to ₹765 crore; asset quality improves,"IDFC First Bank Q1 Results: The net interest income of the bank grew 36% from ₹2,751 crore in Q1FY23 to ₹3,745 crore in Q1FY24",2023-07-28T18:30:00Z
